customer_id,customer_name,customer_segment,region_id,contract_type,start_date,status,annual_contract_value
310,Vista Commercial NorthEast 0310,Commercial,2,On-Demand Support,2020-12-15,Active,122763.71
311,Atlas Industrial NorthEast 0311,Industrial,2,Performance Contract,2021-08-11,Active,323767.24
312,Community Public NorthEast 0312,Public Sector,2,Performance Contract,2020-11-04,Active,206440.79
313,Family Residential NorthWest 0313,Residential,1,Preventive Care,2022-11-16,Active,14535.11
314,Helios Industrial South 0314,Industrial,4,Preventive Care,2019-11-13,Active,542728.0
315,Family Residential South 0315,Residential,4,Preventive Care,2024-10-11,Active,18598.86
316,Forge Industrial Central 0316,Industrial,3,On-Demand Support,2022-09-25,Active,360771.57
317,Atlas Industrial NorthWest 0317,Industrial,1,Managed Services,2025-05-22,Active,380551.03
318,Orion Commercial NorthEast 0318,Commercial,2,Managed Services,2021-08-26,Active,89707.92
319,Easy Residential Islands 0319,Residential,5,On-Demand Support,2019-03-27,Active,26240.6
320,Casa Residential South 0320,Residential,4,Preventive Care,2024-06-01,Lost,25263.47
321,Easy Residential NorthWest 0321,Residential,1,On-Demand Support,2019-12-08,Active,17802.76
322,Public Public South 0322,Public Sector,4,Preventive Care,2019-03-29,Active,157347.2
323,Prime Commercial NorthWest 0323,Commercial,1,Managed Services,2019-05-04,Active,155506.03
324,Prime Commercial Islands 0324,Commercial,5,Performance Contract,2025-02-26,Active,142175.83
325,Vector Industrial Central 0325,Industrial,3,Managed Services,2022-05-20,Active,443073.94
326,Bright Residential Islands 0326,Residential,5,On-Demand Support,2024-10-07,Active,33544.47
327,Easy Residential NorthWest 0327,Residential,1,On-Demand Support,2021-06-22,Suspended,20173.2
328,Prime Commercial NorthWest 0328,Commercial,1,On-Demand Support,2022-12-12,Active,108323.92
329,Titan Industrial Central 0329,Industrial,3,On-Demand Support,2020-10-28,Active,557351.14
330,Summit Commercial South 0330,Commercial,4,Managed Services,2021-04-06,Suspended,92583.21
331,Green Residential NorthEast 0331,Residential,2,Performance Contract,2021-05-30,Suspended,17004.13
332,Orion Commercial NorthEast 0332,Commercial,2,Managed Services,2021-03-15,Active,203091.06
333,Mercury Industrial NorthWest 0333,Industrial,1,Performance Contract,2022-02-13,Active,399650.67
334,Bright Residential South 0334,Residential,4,Performance Contract,2019-08-29,Active,22995.85
335,Vector Industrial NorthEast 0335,Industrial,2,Managed Services,2020-04-26,Active,350108.92
336,Urban Commercial Central 0336,Commercial,3,Performance Contract,2020-05-18,Active,162354.68
337,Easy Residential Central 0337,Residential,3,On-Demand Support,2023-12-23,Lost,28952.55
338,Regional Public Islands 0338,Public Sector,5,Managed Services,2022-01-02,Active,207388.0
339,Central Public Central 0339,Public Sector,3,Preventive Care,2022-02-15,Active,240402.47
340,Atlas Industrial South 0340,Industrial,4,Performance Contract,2024-04-13,Lost,270070.84
341,Helios Industrial NorthWest 0341,Industrial,1,Performance Contract,2022-06-19,Active,353354.86
342,Vector Industrial NorthWest 0342,Industrial,1,On-Demand Support,2025-03-20,Active,503402.89
343,Mercury Industrial NorthEast 0343,Industrial,2,Performance Contract,2025-09-09,Active,250799.19
344,Community Public South 0344,Public Sector,4,Performance Contract,2024-02-09,Active,204432.94
345,Prime Commercial NorthEast 0345,Commercial,2,On-Demand Support,2021-09-29,Active,233128.56
346,Summit Commercial NorthEast 0346,Commercial,2,Managed Services,2021-09-10,Active,182883.78
347,Vector Industrial NorthWest 0347,Industrial,1,Performance Contract,2021-10-13,Active,293354.18
348,Orion Commercial NorthWest 0348,Commercial,1,Performance Contract,2025-11-26,Active,173486.45
349,Vista Commercial NorthWest 0349,Commercial,1,Preventive Care,2022-11-21,Active,210110.92
350,Forge Industrial NorthWest 0350,Industrial,1,Performance Contract,2022-12-22,Active,383457.0
351,Family Residential South 0351,Residential,4,Performance Contract,2022-10-23,Active,11840.4
352,Summit Commercial Central 0352,Commercial,3,Preventive Care,2024-12-22,Active,158364.49
353,Family Residential NorthWest 0353,Residential,1,Managed Services,2025-06-06,Suspended,27111.7
354,Prime Commercial NorthEast 0354,Commercial,2,Preventive Care,2023-10-19,Active,152788.42
355,Orion Commercial NorthWest 0355,Commercial,1,Managed Services,2023-01-08,Active,210801.29
356,Orion Commercial South 0356,Commercial,4,Managed Services,2019-12-09,Active,77750.15
357,Atlas Industrial Islands 0357,Industrial,5,Preventive Care,2021-05-27,Active,246487.2
358,Vista Commercial NorthWest 0358,Commercial,1,On-Demand Support,2024-04-17,Active,140183.78
359,Community Public Central 0359,Public Sector,3,Preventive Care,2020-06-04,Lost,225210.65
360,Harbor Commercial NorthEast 0360,Commercial,2,On-Demand Support,2020-09-24,Suspended,153038.21
361,Forge Industrial NorthEast 0361,Industrial,2,Managed Services,2024-12-15,Active,424537.96
362,Civic Public NorthWest 0362,Public Sector,1,Managed Services,2025-07-09,Active,294614.73
363,Metro Public Central 0363,Public Sector,3,Preventive Care,2025-02-26,Active,268700.93
364,Easy Residential Central 0364,Residential,3,On-Demand Support,2023-02-07,Active,32498.47
365,Forge Industrial Islands 0365,Industrial,5,Managed Services,2024-11-13,Active,388803.72
366,Harbor Commercial NorthEast 0366,Commercial,2,Preventive Care,2023-01-01,Active,170820.36
367,Community Public South 0367,Public Sector,4,Performance Contract,2019-09-25,Active,221540.15
368,Easy Residential South 0368,Residential,4,Performance Contract,2020-11-29,Active,28682.08
369,Regional Public South 0369,Public Sector,4,Performance Contract,2024-11-10,Active,193794.9
370,Urban Commercial Central 0370,Commercial,3,Managed Services,2025-01-18,Active,118691.13
371,Public Public Islands 0371,Public Sector,5,Performance Contract,2019-04-05,Active,152046.07
372,Home Residential South 0372,Residential,4,Performance Contract,2024-09-16,Suspended,25558.62
373,Green Residential Islands 0373,Residential,5,On-Demand Support,2024-03-24,Active,26631.69
374,Civic Public NorthWest 0374,Public Sector,1,On-Demand Support,2024-09-26,Active,279853.12
375,Home Residential Islands 0375,Residential,5,On-Demand Support,2023-10-12,Active,28473.08
376,Titan Industrial NorthWest 0376,Industrial,1,Preventive Care,2021-12-09,Active,328398.04
377,Forge Industrial NorthWest 0377,Industrial,1,Performance Contract,2021-01-16,Active,408347.4
378,Bright Residential Islands 0378,Residential,5,On-Demand Support,2025-05-21,Active,28235.95
379,Forge Industrial Central 0379,Industrial,3,On-Demand Support,2020-01-02,Active,448270.3
380,Harbor Commercial Central 0380,Commercial,3,Performance Contract,2021-08-22,Active,143985.41
381,Green Residential NorthEast 0381,Residential,2,Preventive Care,2022-11-07,Active,24159.58
382,Family Residential Central 0382,Residential,3,Preventive Care,2022-10-21,Active,33227.57
383,Titan Industrial NorthEast 0383,Industrial,2,Performance Contract,2020-09-26,Active,464734.93
384,Titan Industrial NorthEast 0384,Industrial,2,Managed Services,2022-08-13,Suspended,376626.55
385,Home Residential South 0385,Residential,4,On-Demand Support,2024-08-10,Active,29278.85
386,Forge Industrial Islands 0386,Industrial,5,Preventive Care,2025-01-05,Active,249211.62
387,Summit Commercial NorthEast 0387,Commercial,2,Managed Services,2024-12-25,Active,151790.85
388,Atlas Industrial Central 0388,Industrial,3,Managed Services,2024-05-16,Active,567613.5
389,Home Residential Islands 0389,Residential,5,Preventive Care,2023-12-10,Active,29026.18
390,Summit Commercial NorthWest 0390,Commercial,1,Managed Services,2024-04-10,Active,182471.23
391,Central Public South 0391,Public Sector,4,Preventive Care,2021-02-05,Active,185506.52
392,Casa Residential South 0392,Residential,4,On-Demand Support,2020-05-19,Active,40537.45
393,Vista Commercial Central 0393,Commercial,3,Preventive Care,2023-09-08,Active,144290.62
394,Green Residential NorthEast 0394,Residential,2,On-Demand Support,2020-09-09,Active,28622.98
395,Family Residential NorthWest 0395,Residential,1,Preventive Care,2021-01-03,Lost,29132.63
396,Green Residential South 0396,Residential,4,On-Demand Support,2025-01-15,Lost,27821.76
397,Home Residential South 0397,Residential,4,Preventive Care,2021-11-12,Active,38660.42
398,Green Residential NorthWest 0398,Residential,1,Preventive Care,2022-12-16,Active,27558.67
399,Green Residential South 0399,Residential,4,Managed Services,2021-02-10,Active,28315.63
400,Orion Commercial NorthEast 0400,Commercial,2,Preventive Care,2023-04-20,Active,156169.2
401,Prime Commercial South 0401,Commercial,4,On-Demand Support,2019-08-09,Active,185865.04
402,Summit Commercial South 0402,Commercial,4,Preventive Care,2023-01-29,Active,125226.86
403,Home Residential NorthEast 0403,Residential,2,On-Demand Support,2024-08-10,Active,38259.99
404,Easy Residential NorthEast 0404,Residential,2,On-Demand Support,2024-09-26,Active,28866.56
405,Summit Commercial Central 0405,Commercial,3,On-Demand Support,2022-11-28,Active,131217.3
406,Titan Industrial NorthWest 0406,Industrial,1,Managed Services,2023-07-02,Active,562713.24
407,Vector Industrial Islands 0407,Industrial,5,Performance Contract,2023-09-04,Lost,297881.79
408,Family Residential South 0408,Residential,4,Performance Contract,2021-11-15,Lost,17277.03
409,Orion Commercial Central 0409,Commercial,3,Managed Services,2019-05-27,Active,155775.37
410,Atlas Industrial Central 0410,Industrial,3,Preventive Care,2022-09-16,Active,327951.61
411,Orion Commercial South 0411,Commercial,4,Managed Services,2025-08-15,Active,148247.45
412,Helios Industrial South 0412,Industrial,4,Preventive Care,2020-07-30,Lost,409271.08
413,Central Public Central 0413,Public Sector,3,On-Demand Support,2019-03-10,Active,169453.39
414,Regional Public NorthEast 0414,Public Sector,2,Preventive Care,2019-07-05,Active,308729.86
415,Vector Industrial South 0415,Industrial,4,Preventive Care,2022-11-19,Active,362064.51
416,Vector Industrial NorthWest 0416,Industrial,1,Managed Services,2022-08-07,Active,481483.71
417,Civic Public Central 0417,Public Sector,3,Performance Contract,2022-10-10,Active,291882.91
418,Green Residential South 0418,Residential,4,On-Demand Support,2024-11-07,Active,28416.56
419,Home Residential Central 0419,Residential,3,On-Demand Support,2022-02-27,Active,28628.45
420,Forge Industrial NorthWest 0420,Industrial,1,Performance Contract,2023-03-04,Active,345057.57
421,Bright Residential South 0421,Residential,4,Managed Services,2022-08-26,Active,12221.69
422,Casa Residential NorthEast 0422,Residential,2,Preventive Care,2020-12-23,Active,32202.5
423,Green Residential Islands 0423,Residential,5,On-Demand Support,2019-11-27,Lost,16791.66
424,Family Residential NorthEast 0424,Residential,2,On-Demand Support,2020-07-21,Active,31321.99
425,Vector Industrial NorthEast 0425,Industrial,2,Preventive Care,2024-04-23,Active,401479.3
426,Urban Commercial Central 0426,Commercial,3,Managed Services,2020-09-19,Active,187135.73
427,Easy Residential NorthEast 0427,Residential,2,Preventive Care,2025-09-13,Suspended,31549.72
428,Urban Commercial NorthEast 0428,Commercial,2,Preventive Care,2022-01-08,Active,138721.87
429,Urban Commercial NorthWest 0429,Commercial,1,Preventive Care,2024-04-02,Active,222942.94
430,Atlas Industrial NorthWest 0430,Industrial,1,Managed Services,2023-05-09,Active,358173.34
431,Titan Industrial Central 0431,Industrial,3,Managed Services,2021-02-28,Active,289544.72
432,Forge Industrial NorthWest 0432,Industrial,1,On-Demand Support,2021-04-21,Active,309629.98
433,Family Residential Islands 0433,Residential,5,On-Demand Support,2021-09-29,Active,40979.9
434,Summit Commercial Central 0434,Commercial,3,Performance Contract,2025-10-27,Active,214317.06
435,Civic Public NorthEast 0435,Public Sector,2,On-Demand Support,2023-04-16,Lost,127878.07
436,Central Public Central 0436,Public Sector,3,Performance Contract,2023-12-07,Active,180593.88
437,Civic Public NorthWest 0437,Public Sector,1,On-Demand Support,2019-11-05,Active,141489.91
438,Community Public Central 0438,Public Sector,3,Performance Contract,2023-09-20,Active,211214.58
439,Vista Commercial NorthWest 0439,Commercial,1,On-Demand Support,2024-03-01,Active,182558.2
440,Vector Industrial NorthWest 0440,Industrial,1,On-Demand Support,2021-04-02,Lost,265600.94
441,Vista Commercial NorthEast 0441,Commercial,2,Preventive Care,2019-08-28,Lost,159071.72
442,Metro Public Islands 0442,Public Sector,5,Performance Contract,2024-06-08,Active,161252.87
443,Bright Residential Islands 0443,Residential,5,On-Demand Support,2019-10-17,Active,15552.09
444,Harbor Commercial NorthEast 0444,Commercial,2,Preventive Care,2020-10-19,Active,122318.2
445,Easy Residential NorthWest 0445,Residential,1,On-Demand Support,2023-10-05,Active,38503.18
446,Civic Public South 0446,Public Sector,4,Performance Contract,2023-12-21,Active,157697.89
447,Helios Industrial NorthWest 0447,Industrial,1,Performance Contract,2023-03-26,Active,334991.82
448,Prime Commercial NorthEast 0448,Commercial,2,Preventive Care,2024-07-15,Active,153731.93
449,Forge Industrial Islands 0449,Industrial,5,Preventive Care,2020-12-18,Active,401449.9
450,Metro Public South 0450,Public Sector,4,Managed Services,2024-03-21,Active,153161.4
451,Home Residential South 0451,Residential,4,On-Demand Support,2024-05-21,Active,21966.3
452,Titan Industrial NorthEast 0452,Industrial,2,Performance Contract,2025-08-21,Active,484670.09
453,Helios Industrial NorthEast 0453,Industrial,2,Managed Services,2023-06-26,Active,529186.34
454,Titan Industrial NorthWest 0454,Industrial,1,Managed Services,2021-08-24,Active,652480.09
455,Helios Industrial NorthWest 0455,Industrial,1,Performance Contract,2022-02-11,Suspended,384845.77
456,Central Public Islands 0456,Public Sector,5,Performance Contract,2022-02-17,Active,256175.46
457,Vista Commercial NorthWest 0457,Commercial,1,Preventive Care,2022-03-25,Active,176950.9
458,Mercury Industrial NorthWest 0458,Industrial,1,Performance Contract,2023-04-28,Active,428990.04
459,Vista Commercial NorthEast 0459,Commercial,2,Performance Contract,2019-06-18,Active,122123.43
460,Bright Residential Islands 0460,Residential,5,On-Demand Support,2022-02-20,Suspended,30118.37
461,Orion Commercial Central 0461,Commercial,3,Managed Services,2021-02-12,Active,113666.4
462,Mercury Industrial NorthEast 0462,Industrial,2,Performance Contract,2024-06-19,Lost,383093.72
463,Family Residential South 0463,Residential,4,On-Demand Support,2021-04-01,Active,13567.86
464,Easy Residential NorthWest 0464,Residential,1,Preventive Care,2021-09-24,Lost,38064.34
465,Regional Public NorthEast 0465,Public Sector,2,Performance Contract,2023-10-08,Active,286695.73
466,Prime Commercial Central 0466,Commercial,3,Preventive Care,2020-10-14,Active,121311.23
467,Vector Industrial NorthWest 0467,Industrial,1,Managed Services,2019-06-09,Active,397265.8
468,Mercury Industrial Central 0468,Industrial,3,Performance Contract,2020-05-01,Active,587313.71
469,Atlas Industrial NorthWest 0469,Industrial,1,Performance Contract,2019-07-02,Lost,371683.75
470,Titan Industrial NorthEast 0470,Industrial,2,On-Demand Support,2024-06-09,Active,265701.88
471,Green Residential South 0471,Residential,4,On-Demand Support,2020-02-27,Active,19280.46
472,Mercury Industrial NorthWest 0472,Industrial,1,Managed Services,2023-03-11,Active,286840.68
473,Easy Residential NorthEast 0473,Residential,2,On-Demand Support,2019-07-18,Active,18810.51
474,Helios Industrial NorthWest 0474,Industrial,1,Managed Services,2023-03-17,Suspended,434396.94
475,Bright Residential Islands 0475,Residential,5,Managed Services,2023-11-20,Active,34519.62
476,Vista Commercial Islands 0476,Commercial,5,Performance Contract,2019-01-12,Active,110021.34
477,Bright Residential South 0477,Residential,4,Performance Contract,2023-04-03,Active,22213.46
478,Civic Public Central 0478,Public Sector,3,Performance Contract,2019-03-10,Active,231979.79
479,Green Residential Islands 0479,Residential,5,On-Demand Support,2022-09-04,Active,36489.5
480,Helios Industrial NorthWest 0480,Industrial,1,Managed Services,2025-07-01,Active,302408.22
481,Metro Public South 0481,Public Sector,4,Managed Services,2023-04-12,Active,238535.47
482,Forge Industrial NorthEast 0482,Industrial,2,Preventive Care,2019-02-03,Active,490572.4
483,Home Residential South 0483,Residential,4,Preventive Care,2020-03-05,Active,29910.0
484,Atlas Industrial Central 0484,Industrial,3,Managed Services,2022-01-28,Suspended,266948.11
485,Bright Residential NorthEast 0485,Residential,2,On-Demand Support,2019-12-04,Active,40237.81
486,Family Residential NorthEast 0486,Residential,2,On-Demand Support,2019-10-21,Suspended,24953.84
487,Forge Industrial NorthEast 0487,Industrial,2,Preventive Care,2020-12-01,Active,287847.52
488,Metro Public NorthWest 0488,Public Sector,1,Managed Services,2022-12-16,Active,232919.11
489,Regional Public NorthWest 0489,Public Sector,1,On-Demand Support,2020-03-19,Suspended,168255.04
490,Home Residential Central 0490,Residential,3,On-Demand Support,2023-06-29,Active,29481.69
491,Titan Industrial Central 0491,Industrial,3,Managed Services,2024-11-13,Active,289914.59
492,Titan Industrial NorthEast 0492,Industrial,2,Performance Contract,2023-06-22,Active,380026.27
493,Vista Commercial NorthEast 0493,Commercial,2,On-Demand Support,2025-01-12,Active,181921.97
494,Vista Commercial Islands 0494,Commercial,5,Managed Services,2022-05-10,Active,217162.99
495,Titan Industrial NorthWest 0495,Industrial,1,Performance Contract,2022-09-19,Suspended,276374.59
496,Vector Industrial NorthEast 0496,Industrial,2,Performance Contract,2022-10-28,Active,288031.74
497,Urban Commercial NorthWest 0497,Commercial,1,Preventive Care,2020-05-27,Active,199472.48
498,Civic Public South 0498,Public Sector,4,Performance Contract,2024-12-05,Active,274540.91
499,Urban Commercial NorthWest 0499,Commercial,1,Performance Contract,2025-04-27,Lost,128497.98
500,Helios Industrial South 0500,Industrial,4,Managed Services,2022-08-24,Active,398245.33
501,Family Residential Central 0501,Residential,3,Preventive Care,2025-04-06,Active,13495.36
502,Orion Commercial NorthEast 0502,Commercial,2,Preventive Care,2019-04-10,Active,154408.83
503,Orion Commercial NorthEast 0503,Commercial,2,Preventive Care,2023-10-29,Active,164780.86
504,Mercury Industrial Central 0504,Industrial,3,Performance Contract,2021-04-24,Active,556291.38
505,Prime Commercial NorthWest 0505,Commercial,1,Performance Contract,2021-01-29,Suspended,78027.5
506,Bright Residential South 0506,Residential,4,On-Demand Support,2025-09-06,Active,19862.7
507,Vista Commercial Islands 0507,Commercial,5,Managed Services,2020-09-07,Active,105066.81
508,Bright Residential South 0508,Residential,4,Managed Services,2025-10-26,Active,16657.78
509,Family Residential NorthWest 0509,Residential,1,On-Demand Support,2021-11-20,Lost,37031.01
510,Forge Industrial Central 0510,Industrial,3,Performance Contract,2022-08-12,Active,310092.23
511,Mercury Industrial NorthEast 0511,Industrial,2,Performance Contract,2019-06-15,Active,500017.63
512,Civic Public NorthEast 0512,Public Sector,2,Performance Contract,2024-12-14,Active,176760.86
513,Family Residential South 0513,Residential,4,On-Demand Support,2025-04-23,Active,28062.04
514,Harbor Commercial NorthWest 0514,Commercial,1,Performance Contract,2025-11-22,Active,147925.41
515,Helios Industrial NorthWest 0515,Industrial,1,Managed Services,2019-02-22,Lost,315239.8
516,Home Residential NorthEast 0516,Residential,2,On-Demand Support,2023-10-03,Active,29426.74
517,Green Residential Islands 0517,Residential,5,On-Demand Support,2019-07-21,Active,35869.95
518,Titan Industrial South 0518,Industrial,4,Managed Services,2024-07-17,Active,463931.08
519,Urban Commercial NorthEast 0519,Commercial,2,On-Demand Support,2024-07-22,Active,150713.31
520,Urban Commercial Central 0520,Commercial,3,On-Demand Support,2022-11-13,Suspended,189480.37
521,Easy Residential Central 0521,Residential,3,On-Demand Support,2020-07-13,Active,33417.79
522,Vista Commercial NorthWest 0522,Commercial,1,Preventive Care,2023-09-26,Lost,67823.14
523,Home Residential South 0523,Residential,4,On-Demand Support,2025-10-16,Lost,19484.38
524,Regional Public Central 0524,Public Sector,3,Performance Contract,2022-12-29,Active,225805.64
525,Bright Residential NorthWest 0525,Residential,1,On-Demand Support,2025-03-30,Suspended,46010.92
526,Urban Commercial NorthWest 0526,Commercial,1,Preventive Care,2024-04-15,Lost,121484.28
527,Vista Commercial Central 0527,Commercial,3,Managed Services,2022-05-24,Lost,97093.92
528,Titan Industrial NorthEast 0528,Industrial,2,Performance Contract,2019-05-05,Active,503142.86
529,Atlas Industrial NorthWest 0529,Industrial,1,Preventive Care,2019-12-17,Lost,341342.91
530,Green Residential NorthEast 0530,Residential,2,Performance Contract,2021-04-23,Lost,30713.11
531,Orion Commercial Central 0531,Commercial,3,Preventive Care,2021-12-30,Suspended,145404.28
532,Green Residential Central 0532,Residential,3,Preventive Care,2022-08-08,Lost,39663.06
533,Prime Commercial South 0533,Commercial,4,Preventive Care,2025-03-23,Active,110217.92
534,Easy Residential NorthEast 0534,Residential,2,Preventive Care,2022-02-13,Active,33961.09
535,Orion Commercial South 0535,Commercial,4,Preventive Care,2019-10-19,Lost,154329.11
536,Home Residential NorthEast 0536,Residential,2,Preventive Care,2022-05-23,Active,35790.56
537,Home Residential Islands 0537,Residential,5,On-Demand Support,2023-10-09,Active,38249.34
538,Prime Commercial Central 0538,Commercial,3,On-Demand Support,2021-01-03,Active,79778.59
539,Titan Industrial NorthWest 0539,Industrial,1,Performance Contract,2019-02-09,Active,396107.44
540,Prime Commercial Central 0540,Commercial,3,Managed Services,2025-03-26,Suspended,129618.62
541,Family Residential NorthEast 0541,Residential,2,On-Demand Support,2025-05-27,Lost,24977.7
542,Home Residential NorthWest 0542,Residential,1,On-Demand Support,2023-07-02,Active,28072.37
543,Orion Commercial South 0543,Commercial,4,On-Demand Support,2023-12-30,Active,151339.29
544,Vector Industrial NorthWest 0544,Industrial,1,Preventive Care,2019-03-19,Active,402991.15
545,Vista Commercial South 0545,Commercial,4,Managed Services,2024-05-02,Active,131100.41
546,Summit Commercial NorthWest 0546,Commercial,1,On-Demand Support,2021-03-23,Active,105686.47
547,Green Residential Islands 0547,Residential,5,Preventive Care,2021-05-04,Active,24114.77
548,Orion Commercial Central 0548,Commercial,3,Preventive Care,2019-11-25,Active,139220.44
549,Prime Commercial South 0549,Commercial,4,Preventive Care,2019-06-07,Active,127796.33
550,Summit Commercial NorthEast 0550,Commercial,2,Managed Services,2024-03-01,Active,107712.58
551,Orion Commercial Central 0551,Commercial,3,Managed Services,2024-07-07,Active,168591.65
552,Summit Commercial NorthEast 0552,Commercial,2,Managed Services,2022-10-19,Active,89544.41
553,Orion Commercial NorthWest 0553,Commercial,1,Preventive Care,2023-08-17,Active,106623.14
554,Central Public NorthEast 0554,Public Sector,2,Preventive Care,2021-04-27,Suspended,235375.83
555,Bright Residential South 0555,Residential,4,On-Demand Support,2020-02-28,Active,39058.95
556,Orion Commercial South 0556,Commercial,4,On-Demand Support,2023-06-21,Suspended,152894.34
557,Casa Residential South 0557,Residential,4,On-Demand Support,2025-04-30,Active,28288.74
558,Metro Public NorthWest 0558,Public Sector,1,Preventive Care,2020-03-03,Active,228913.44
559,Metro Public South 0559,Public Sector,4,Managed Services,2025-01-10,Active,234489.29
560,Atlas Industrial NorthWest 0560,Industrial,1,Performance Contract,2025-02-18,Active,431341.83
561,Vector Industrial NorthEast 0561,Industrial,2,Managed Services,2020-01-22,Active,564654.74
562,Atlas Industrial NorthWest 0562,Industrial,1,Managed Services,2025-12-01,Active,532553.33
563,Regional Public Central 0563,Public Sector,3,On-Demand Support,2023-08-19,Active,300345.57
564,Central Public NorthEast 0564,Public Sector,2,Managed Services,2024-09-22,Suspended,210006.89
565,Orion Commercial Islands 0565,Commercial,5,Preventive Care,2025-06-26,Suspended,159667.14
566,Titan Industrial NorthWest 0566,Industrial,1,Managed Services,2021-06-11,Active,331932.2
567,Family Residential Central 0567,Residential,3,Preventive Care,2020-11-29,Active,23429.8
568,Mercury Industrial NorthWest 0568,Industrial,1,Managed Services,2020-06-12,Active,490017.36
569,Public Public South 0569,Public Sector,4,Managed Services,2024-01-15,Active,217108.43
570,Titan Industrial NorthEast 0570,Industrial,2,Performance Contract,2022-01-06,Active,521079.06
571,Mercury Industrial Central 0571,Industrial,3,Performance Contract,2019-11-28,Active,437743.05
572,Prime Commercial Central 0572,Commercial,3,Preventive Care,2021-04-18,Active,151446.25
573,Community Public NorthEast 0573,Public Sector,2,Managed Services,2021-07-02,Active,257764.85
574,Regional Public Central 0574,Public Sector,3,On-Demand Support,2023-10-12,Active,227021.39
575,Titan Industrial NorthWest 0575,Industrial,1,Performance Contract,2024-12-03,Active,379992.83
576,Green Residential NorthWest 0576,Residential,1,Preventive Care,2021-09-26,Active,34957.05
577,Metro Public NorthWest 0577,Public Sector,1,Performance Contract,2020-12-11,Active,308311.75
578,Vista Commercial Central 0578,Commercial,3,Performance Contract,2022-12-12,Active,127731.36
579,Orion Commercial Islands 0579,Commercial,5,Managed Services,2024-09-17,Active,195950.5
580,Casa Residential Islands 0580,Residential,5,On-Demand Support,2021-12-06,Active,39826.06
581,Bright Residential South 0581,Residential,4,Preventive Care,2022-05-20,Active,17891.14
582,Family Residential Islands 0582,Residential,5,Preventive Care,2022-08-12,Active,23715.27
583,Easy Residential NorthWest 0583,Residential,1,On-Demand Support,2022-07-17,Active,30619.55
584,Central Public South 0584,Public Sector,4,Preventive Care,2023-09-06,Active,211849.3
585,Urban Commercial NorthEast 0585,Commercial,2,Performance Contract,2021-09-16,Active,157701.03
586,Bright Residential NorthWest 0586,Residential,1,Preventive Care,2023-08-16,Active,42958.95
587,Bright Residential Central 0587,Residential,3,Performance Contract,2024-07-15,Active,40618.09
588,Urban Commercial NorthWest 0588,Commercial,1,Managed Services,2023-02-07,Active,150195.2
589,Mercury Industrial NorthWest 0589,Industrial,1,Managed Services,2024-10-26,Active,347964.83
590,Mercury Industrial NorthWest 0590,Industrial,1,Preventive Care,2020-03-30,Active,385849.62
591,Green Residential Islands 0591,Residential,5,Managed Services,2023-09-04,Suspended,26404.32
592,Forge Industrial NorthEast 0592,Industrial,2,Performance Contract,2019-09-29,Active,356392.77
593,Vector Industrial NorthEast 0593,Industrial,2,Performance Contract,2025-12-08,Suspended,259230.12
594,Titan Industrial NorthWest 0594,Industrial,1,Managed Services,2022-08-27,Active,325368.16
595,Prime Commercial NorthWest 0595,Commercial,1,Preventive Care,2020-07-12,Active,137149.37
596,Home Residential NorthEast 0596,Residential,2,On-Demand Support,2019-07-03,Active,44270.08
597,Vector Industrial NorthEast 0597,Industrial,2,Managed Services,2024-01-11,Active,284537.91
598,Prime Commercial South 0598,Commercial,4,On-Demand Support,2021-05-18,Active,123591.09
599,Mercury Industrial NorthEast 0599,Industrial,2,Managed Services,2025-12-20,Active,446147.4
600,Vista Commercial NorthWest 0600,Commercial,1,Preventive Care,2020-03-16,Active,139289.63
601,Harbor Commercial South 0601,Commercial,4,Managed Services,2020-10-11,Lost,115249.84
602,Harbor Commercial Central 0602,Commercial,3,On-Demand Support,2025-08-18,Active,160295.67
603,Atlas Industrial Central 0603,Industrial,3,Performance Contract,2019-04-17,Lost,294755.49
604,Vector Industrial South 0604,Industrial,4,On-Demand Support,2024-10-01,Active,393150.06
605,Urban Commercial NorthWest 0605,Commercial,1,Preventive Care,2020-04-03,Active,227925.14
606,Easy Residential South 0606,Residential,4,Preventive Care,2022-10-31,Active,40135.98
607,Family Residential Islands 0607,Residential,5,Preventive Care,2019-12-14,Active,27300.56
608,Green Residential Central 0608,Residential,3,Preventive Care,2024-07-10,Active,26448.51
609,Atlas Industrial NorthWest 0609,Industrial,1,Performance Contract,2019-05-30,Active,484884.25
610,Mercury Industrial NorthEast 0610,Industrial,2,Performance Contract,2020-02-04,Active,367489.85
611,Central Public Central 0611,Public Sector,3,Managed Services,2024-03-21,Active,184719.48
612,Helios Industrial NorthWest 0612,Industrial,1,Managed Services,2024-05-09,Active,468101.77
613,Vista Commercial Islands 0613,Commercial,5,Preventive Care,2021-03-12,Active,146777.85
614,Easy Residential South 0614,Residential,4,On-Demand Support,2025-05-09,Active,27183.37
615,Metro Public South 0615,Public Sector,4,Preventive Care,2021-06-24,Active,185080.84
616,Casa Residential NorthEast 0616,Residential,2,On-Demand Support,2025-01-21,Active,38763.21
617,Urban Commercial NorthWest 0617,Commercial,1,Performance Contract,2024-06-21,Suspended,185053.92
618,Orion Commercial Central 0618,Commercial,3,Managed Services,2023-05-22,Lost,136629.64
619,Vista Commercial NorthEast 0619,Commercial,2,Managed Services,2021-12-25,Active,145403.76
620,Urban Commercial Central 0620,Commercial,3,Performance Contract,2020-10-14,Active,133745.35
